id,dateAdded,,name,,brand,categories,,,keys,manufacturer,,reviews.date,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,,,reviews.rating,,reviews.text,,,,price
278,2024-03-01,,Sony Alpha A7 IV,,Sony,Cameras,,,"Sony Alpha A7 IV, latest model",Sony,,2024-05-03,2024-05-03,FALSE,FALSE,,,2,,Review for Sony Alpha A7 IV: Not up to the mark,,,,1279.2
279,2024-02-23,,Samsung Galaxy Tab S8,,Samsung,Tablets,,,"Samsung Galaxy Tab S8, latest model",Samsung,,2024-05-02,2024-05-02,TRUE,TRUE,,,3,,Review for Samsung Galaxy Tab S8: Not up to the mark,,,,921.47
280,2024-03-11,,Asus ZenBook 14,,Asus,Computers,,,"Asus ZenBook 14, latest model",Asus,,2024-04-26,2024-04-26,TRUE,FALSE,,,4,,Review for Asus ZenBook 14: Excellent product,,,,1784.49
281,2024-02-12,,JBL Charge 5,,JBL,Audio,,,"JBL Charge 5, latest model",JBL,,2024-04-22,2024-04-22,FALSE,TRUE,,,1,,Review for JBL Charge 5: Not up to the mark,,,,248.25
282,2024-01-26,,Microsoft Surface Laptop 4,,Microsoft,Computers,,,"Microsoft Surface Laptop 4, latest model",Microsoft,,2024-04-02,2024-04-02,TRUE,TRUE,,,3,,Review for Microsoft Surface Laptop 4: Not up to the mark,,,,484.51
283,2024-04-27,,HP Spectre x360,,HP,Computers,,,"HP Spectre x360, latest model",HP,,2024-04-05,2024-04-05,TRUE,TRUE,,,4,,Review for HP Spectre x360: Excellent product,,,,1215.11
284,2024-02-21,,Panasonic Lumix GH6,,Panasonic,Cameras,,,"Panasonic Lumix GH6, latest model",Panasonic,,2024-04-10,2024-04-10,TRUE,FALSE,,,3,,Review for Panasonic Lumix GH6: Not up to the mark,,,,1125.64
285,2024-03-16,,Ring Video Doorbell 4,,Ring,Smart Home,,,"Ring Video Doorbell 4, latest model",Ring,,2024-04-12,2024-04-12,FALSE,TRUE,,,2,,Review for Ring Video Doorbell 4: Not up to the mark,,,,1612.08
286,2024-02-16,,Amazon Fire HD 10,,Amazon,Tablets,,,"Amazon Fire HD 10, latest model",Amazon,,2024-04-22,2024-04-22,FALSE,TRUE,,,5,,Review for Amazon Fire HD 10: Excellent product,,,,480.55
287,2024-03-08,,Dell XPS 13,,Dell,Computers,,,"Dell XPS 13, latest model",Dell,,2024-05-03,2024-05-03,FALSE,FALSE,,,3,,Review for Dell XPS 13: Not up to the mark,,,,1276.61
288,2024-03-28,,Nintendo Switch OLED,,Nintendo,Gaming,,,"Nintendo Switch OLED, latest model",Nintendo,,2024-04-15,2024-04-15,FALSE,TRUE,,,2,,Review for Nintendo Switch OLED: Not up to the mark,,,,1620.45
289,2024-04-01,,OnePlus 11,,OnePlus,Mobile Phones,,,"OnePlus 11, latest model",OnePlus,,2024-04-11,2024-04-11,FALSE,FALSE,,,5,,Review for OnePlus 11: Excellent product,,,,206.28
290,2024-01-03,,Nintendo Switch OLED,,Nintendo,Gaming,,,"Nintendo Switch OLED, latest model",Nintendo,,2024-04-14,2024-04-14,TRUE,TRUE,,,5,,Review for Nintendo Switch OLED: Excellent product,,,,811.44
291,2024-01-20,,Razer Edge,,Razer,Gaming,,,"Razer Edge, latest model",Razer,,2024-04-03,2024-04-03,TRUE,FALSE,,,2,,Review for Razer Edge: Not up to the mark,,,,1861.57
292,2024-03-17,,Dell XPS 13,,Dell,Computers,,,"Dell XPS 13, latest model",Dell,,2024-04-10,2024-04-10,FALSE,FALSE,,,4,,Review for Dell XPS 13: Excellent product,,,,1102.87
293,2024-01-25,,Samsung Galaxy S23,,Samsung,Mobile Phones,,,"Samsung Galaxy S23, latest model",Samsung,,2024-05-01,2024-05-01,TRUE,TRUE,,,5,,Review for Samsung Galaxy S23: Excellent product,,,,1850.1
294,2024-04-03,,Google Nest Hub (2nd Gen),,Google,Smart Home,,,"Google Nest Hub (2nd Gen), latest model",Google,,2024-04-25,2024-04-25,TRUE,FALSE,,,1,,Review for Google Nest Hub (2nd Gen): Not up to the mark,,,,500.08
295,2024-01-01,,Valve Steam Deck,,Valve,Gaming,,,"Valve Steam Deck, latest model",Valve,,2024-04-13,2024-04-13,TRUE,TRUE,,,2,,Review for Valve Steam Deck: Not up to the mark,,,,342.04
296,2024-03-30,,Nintendo Switch OLED,,Nintendo,Gaming,,,"Nintendo Switch OLED, latest model",Nintendo,,2024-04-14,2024-04-14,TRUE,TRUE,,,1,,Review for Nintendo Switch OLED: Not up to the mark,,,,894.24
297,2024-01-07,,Valve Steam Deck,,Valve,Gaming,,,"Valve Steam Deck, latest model",Valve,,2024-04-06,2024-04-06,FALSE,FALSE,,,2,,Review for Valve Steam Deck: Not up to the mark,,,,1247.43
298,2024-04-05,,Apple MacBook Pro 14,,Apple,Computers,,,"Apple MacBook Pro 14, latest model",Apple,,2024-05-03,2024-05-03,TRUE,TRUE,,,4,,Review for Apple MacBook Pro 14: Excellent product,,,,461.58
299,2024-01-17,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-02,2024-04-02,TRUE,TRUE,,,2,,Review for Sony PlayStation 5: Not up to the mark,,,,1114.66
300,2024-01-07,,Sony Xperia 1 V,,Sony,Mobile Phones,,,"Sony Xperia 1 V, latest model",Sony,,2024-04-27,2024-04-27,FALSE,FALSE,,,5,,Review for Sony Xperia 1 V: Excellent product,,,,927.95
301,2024-04-29,,Google Nest Hub (2nd Gen),,Google,Smart Home,,,"Google Nest Hub (2nd Gen), latest model",Google,,2024-04-13,2024-04-13,FALSE,FALSE,,,5,,Review for Google Nest Hub (2nd Gen): Excellent product,,,,1773.45
302,2024-04-24,,Lenovo Tab P11,,Lenovo,Tablets,,,"Lenovo Tab P11, latest model",Lenovo,,2024-04-20,2024-04-20,TRUE,TRUE,,,1,,Review for Lenovo Tab P11: Not up to the mark,,,,552.1
303,2024-01-08,,Amazon Echo Dot (5th Gen),,Amazon,Smart Home,,,"Amazon Echo Dot (5th Gen), latest model",Amazon,,2024-04-30,2024-04-30,TRUE,FALSE,,,4,,Review for Amazon Echo Dot (5th Gen): Excellent product,,,,10.97
304,2024-02-15,,Bose QuietComfort 45,,Bose,Audio,,,"Bose QuietComfort 45, latest model",Bose,,2024-05-03,2024-05-03,FALSE,TRUE,,,1,,Review for Bose QuietComfort 45: Not up to the mark,,,,674.75
305,2024-01-16,,Razer Blade 15,,Razer,Computers,,,"Razer Blade 15, latest model",Razer,,2024-04-22,2024-04-22,TRUE,TRUE,,,3,,Review for Razer Blade 15: Not up to the mark,,,,51.96
306,2024-02-09,,Amazon Fire HD 10,,Amazon,Tablets,,,"Amazon Fire HD 10, latest model",Amazon,,2024-04-22,2024-04-22,FALSE,FALSE,,,3,,Review for Amazon Fire HD 10: Not up to the mark,,,,1872.77
307,2024-02-15,,LG Gram 17,,LG,Computers,,,"LG Gram 17, latest model",LG,,2024-04-21,2024-04-21,FALSE,FALSE,,,2,,Review for LG Gram 17: Not up to the mark,,,,904.62
308,2024-01-02,,Garmin Venu 2 Plus,,Garmin,Wearables,,,"Garmin Venu 2 Plus, latest model",Garmin,,2024-04-12,2024-04-12,TRUE,FALSE,,,1,,Review for Garmin Venu 2 Plus: Not up to the mark,,,,1106.31
309,2024-01-16,,Asus ZenBook 14,,Asus,Computers,,,"Asus ZenBook 14, latest model",Asus,,2024-04-04,2024-04-04,FALSE,TRUE,,,4,,Review for Asus ZenBook 14: Excellent product,,,,1181.63
310,2024-02-14,,Huawei P60 Pro,,Huawei,Mobile Phones,,,"Huawei P60 Pro, latest model",Huawei,,2024-04-03,2024-04-03,FALSE,FALSE,,,2,,Review for Huawei P60 Pro: Not up to the mark,,,,278.17
311,2024-02-10,,Olympus OM-D E-M1X,,Olympus,Cameras,,,"Olympus OM-D E-M1X, latest model",Olympus,,2024-05-02,2024-05-02,TRUE,FALSE,,,1,,Review for Olympus OM-D E-M1X: Not up to the mark,,,,1021.91
312,2024-03-12,,Beats Studio Buds,,Beats,Audio,,,"Beats Studio Buds, latest model",Beats,,2024-04-25,2024-04-25,TRUE,FALSE,,,4,,Review for Beats Studio Buds: Excellent product,,,,1981.49
313,2024-02-22,,OnePlus 11,,OnePlus,Mobile Phones,,,"OnePlus 11, latest model",OnePlus,,2024-04-30,2024-04-30,FALSE,TRUE,,,3,,Review for OnePlus 11: Not up to the mark,,,,766.0
314,2024-04-12,,LG Gram 17,,LG,Computers,,,"LG Gram 17, latest model",LG,,2024-04-04,2024-04-04,FALSE,FALSE,,,4,,Review for LG Gram 17: Excellent product,,,,1967.06
315,2024-03-10,,Asus ZenBook 14,,Asus,Computers,,,"Asus ZenBook 14, latest model",Asus,,2024-04-12,2024-04-12,TRUE,FALSE,,,2,,Review for Asus ZenBook 14: Not up to the mark,,,,1125.79
316,2024-04-23,,Apple MacBook Pro 14,,Apple,Computers,,,"Apple MacBook Pro 14, latest model",Apple,,2024-04-30,2024-04-30,TRUE,FALSE,,,2,,Review for Apple MacBook Pro 14: Not up to the mark,,,,1420.38
317,2024-01-20,,Google Nest Hub (2nd Gen),,Google,Smart Home,,,"Google Nest Hub (2nd Gen), latest model",Google,,2024-04-06,2024-04-06,TRUE,TRUE,,,5,,Review for Google Nest Hub (2nd Gen): Excellent product,,,,1710.18
318,2024-01-05,,Bose QuietComfort 45,,Bose,Audio,,,"Bose QuietComfort 45, latest model",Bose,,2024-04-14,2024-04-14,TRUE,TRUE,,,1,,Review for Bose QuietComfort 45: Not up to the mark,,,,679.12
319,2024-01-12,,Panasonic Lumix GH6,,Panasonic,Cameras,,,"Panasonic Lumix GH6, latest model",Panasonic,,2024-05-02,2024-05-02,TRUE,FALSE,,,1,,Review for Panasonic Lumix GH6: Not up to the mark,,,,208.75
320,2024-03-05,,Nintendo Switch OLED,,Nintendo,Gaming,,,"Nintendo Switch OLED, latest model",Nintendo,,2024-04-23,2024-04-23,TRUE,FALSE,,,4,,Review for Nintendo Switch OLED: Excellent product,,,,177.06
321,2024-04-24,,Valve Steam Deck,,Valve,Gaming,,,"Valve Steam Deck, latest model",Valve,,2024-04-05,2024-04-05,TRUE,TRUE,,,1,,Review for Valve Steam Deck: Not up to the mark,,,,1568.71
322,2024-04-18,,Sony Xperia 1 V,,Sony,Mobile Phones,,,"Sony Xperia 1 V, latest model",Sony,,2024-04-30,2024-04-30,FALSE,TRUE,,,5,,Review for Sony Xperia 1 V: Excellent product,,,,1052.32
323,2024-03-05,,Nikon Z7 II,,Nikon,Cameras,,,"Nikon Z7 II, latest model",Nikon,,2024-04-05,2024-04-05,FALSE,FALSE,,,3,,Review for Nikon Z7 II: Not up to the mark,,,,309.84
324,2024-01-29,,Apple HomePod mini,,Apple,Smart Home,,,"Apple HomePod mini, latest model",Apple,,2024-04-29,2024-04-29,FALSE,FALSE,,,2,,Review for Apple HomePod mini: Not up to the mark,,,,907.69
325,2024-01-06,,JBL Charge 5,,JBL,Audio,,,"JBL Charge 5, latest model",JBL,,2024-04-17,2024-04-17,FALSE,FALSE,,,1,,Review for JBL Charge 5: Not up to the mark,,,,391.91
326,2024-01-19,,Huawei MatePad Pro,,Huawei,Tablets,,,"Huawei MatePad Pro, latest model",Huawei,,2024-04-25,2024-04-25,TRUE,FALSE,,,2,,Review for Huawei MatePad Pro: Not up to the mark,,,,1000.43
327,2024-03-09,,Fossil Gen 6,,Fossil,Wearables,,,"Fossil Gen 6, latest model",Fossil,,2024-04-17,2024-04-17,TRUE,FALSE,,,4,,Review for Fossil Gen 6: Excellent product,,,,219.36
328,2024-04-06,,Asus ZenBook 14,,Asus,Computers,,,"Asus ZenBook 14, latest model",Asus,,2024-04-20,2024-04-20,FALSE,TRUE,,,2,,Review for Asus ZenBook 14: Not up to the mark,,,,1026.42
329,2024-01-23,,Garmin Venu 2 Plus,,Garmin,Wearables,,,"Garmin Venu 2 Plus, latest model",Garmin,,2024-04-24,2024-04-24,TRUE,FALSE,,,2,,Review for Garmin Venu 2 Plus: Not up to the mark,,,,887.69
330,2024-01-14,,Amazfit Bip U Pro,,Amazfit,Wearables,,,"Amazfit Bip U Pro, latest model",Amazfit,,2024-04-26,2024-04-26,TRUE,TRUE,,,1,,Review for Amazfit Bip U Pro: Not up to the mark,,,,843.9
331,2024-02-19,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-18,2024-04-18,TRUE,TRUE,,,3,,Review for Ecobee Smart Thermostat Premium: Not up to the mark,,,,922.68
332,2024-03-20,,Fitbit Charge 5,,Fitbit,Wearables,,,"Fitbit Charge 5, latest model",Fitbit,,2024-04-13,2024-04-13,FALSE,FALSE,,,1,,Review for Fitbit Charge 5: Not up to the mark,,,,1685.93
333,2024-02-04,,Beats Studio Buds,,Beats,Audio,,,"Beats Studio Buds, latest model",Beats,,2024-05-02,2024-05-02,FALSE,TRUE,,,4,,Review for Beats Studio Buds: Excellent product,,,,1542.91
334,2024-04-14,,Asus ZenBook 14,,Asus,Computers,,,"Asus ZenBook 14, latest model",Asus,,2024-04-15,2024-04-15,TRUE,TRUE,,,1,,Review for Asus ZenBook 14: Not up to the mark,,,,1015.42
335,2024-01-30,,Sony WH-1000XM5,,Sony,Audio,,,"Sony WH-1000XM5, latest model",Sony,,2024-04-09,2024-04-09,FALSE,FALSE,,,1,,Review for Sony WH-1000XM5: Not up to the mark,,,,907.35
336,2024-04-20,,Amazon Fire HD 10,,Amazon,Tablets,,,"Amazon Fire HD 10, latest model",Amazon,,2024-04-12,2024-04-12,TRUE,TRUE,,,5,,Review for Amazon Fire HD 10: Excellent product,,,,800.99
337,2024-04-27,,Olympus OM-D E-M1X,,Olympus,Cameras,,,"Olympus OM-D E-M1X, latest model",Olympus,,2024-04-28,2024-04-28,TRUE,FALSE,,,2,,Review for Olympus OM-D E-M1X: Not up to the mark,,,,1141.81
338,2024-02-09,,Asus ZenBook 14,,Asus,Computers,,,"Asus ZenBook 14, latest model",Asus,,2024-04-02,2024-04-02,TRUE,TRUE,,,3,,Review for Asus ZenBook 14: Not up to the mark,,,,813.2
339,2024-04-26,,Razer Edge,,Razer,Gaming,,,"Razer Edge, latest model",Razer,,2024-04-15,2024-04-15,TRUE,TRUE,,,4,,Review for Razer Edge: Excellent product,,,,958.75
340,2024-02-20,,Samsung Galaxy Watch 5,,Samsung,Wearables,,,"Samsung Galaxy Watch 5, latest model",Samsung,,2024-04-23,2024-04-23,TRUE,TRUE,,,1,,Review for Samsung Galaxy Watch 5: Not up to the mark,,,,1124.62
341,2024-02-01,,Nikon Z7 II,,Nikon,Cameras,,,"Nikon Z7 II, latest model",Nikon,,2024-04-21,2024-04-21,TRUE,TRUE,,,5,,Review for Nikon Z7 II: Excellent product,,,,969.92
342,2024-01-06,,Microsoft Surface Go 3,,Microsoft,Tablets,,,"Microsoft Surface Go 3, latest model",Microsoft,,2024-05-01,2024-05-01,TRUE,FALSE,,,1,,Review for Microsoft Surface Go 3: Not up to the mark,,,,1675.05
343,2024-02-03,,JBL Charge 5,,JBL,Audio,,,"JBL Charge 5, latest model",JBL,,2024-04-15,2024-04-15,TRUE,FALSE,,,1,,Review for JBL Charge 5: Not up to the mark,,,,1588.91
344,2024-04-03,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-19,2024-04-19,TRUE,TRUE,,,4,,Review for Ecobee Smart Thermostat Premium: Excellent product,,,,1086.27
345,2024-02-11,,Xiaomi Mi 13,,Xiaomi,Mobile Phones,,,"Xiaomi Mi 13, latest model",Xiaomi,,2024-04-25,2024-04-25,FALSE,FALSE,,,4,,Review for Xiaomi Mi 13: Excellent product,,,,412.38
346,2024-03-15,,Microsoft Surface Laptop 4,,Microsoft,Computers,,,"Microsoft Surface Laptop 4, latest model",Microsoft,,2024-04-04,2024-04-04,TRUE,TRUE,,,3,,Review for Microsoft Surface Laptop 4: Not up to the mark,,,,392.08
347,2024-03-25,,Microsoft Surface Go 3,,Microsoft,Tablets,,,"Microsoft Surface Go 3, latest model",Microsoft,,2024-04-21,2024-04-21,TRUE,FALSE,,,2,,Review for Microsoft Surface Go 3: Not up to the mark,,,,1012.7
348,2024-03-06,,Microsoft Xbox Series X,,Microsoft,Gaming,,,"Microsoft Xbox Series X, latest model",Microsoft,,2024-04-20,2024-04-20,FALSE,TRUE,,,1,,Review for Microsoft Xbox Series X: Not up to the mark,,,,1829.06
349,2024-03-22,,Samsung Galaxy S23,,Samsung,Mobile Phones,,,"Samsung Galaxy S23, latest model",Samsung,,2024-04-16,2024-04-16,FALSE,TRUE,,,3,,Review for Samsung Galaxy S23: Not up to the mark,,,,978.32
350,2024-02-28,,Sony WH-1000XM5,,Sony,Audio,,,"Sony WH-1000XM5, latest model",Sony,,2024-04-29,2024-04-29,FALSE,FALSE,,,2,,Review for Sony WH-1000XM5: Not up to the mark,,,,430.96
351,2024-01-09,,Google Pixel 7,,Google,Mobile Phones,,,"Google Pixel 7, latest model",Google,,2024-05-01,2024-05-01,TRUE,TRUE,,,1,,Review for Google Pixel 7: Not up to the mark,,,,1230.18
352,2024-04-08,,Amazon Echo Dot (5th Gen),,Amazon,Smart Home,,,"Amazon Echo Dot (5th Gen), latest model",Amazon,,2024-04-07,2024-04-07,TRUE,FALSE,,,3,,Review for Amazon Echo Dot (5th Gen): Not up to the mark,,,,452.16
353,2024-01-03,,Garmin Venu 2 Plus,,Garmin,Wearables,,,"Garmin Venu 2 Plus, latest model",Garmin,,2024-04-22,2024-04-22,FALSE,TRUE,,,4,,Review for Garmin Venu 2 Plus: Excellent product,,,,965.81
354,2024-02-20,,Beats Studio Buds,,Beats,Audio,,,"Beats Studio Buds, latest model",Beats,,2024-04-02,2024-04-02,FALSE,TRUE,,,3,,Review for Beats Studio Buds: Not up to the mark,,,,1007.79
355,2024-02-23,,Ring Video Doorbell 4,,Ring,Smart Home,,,"Ring Video Doorbell 4, latest model",Ring,,2024-04-07,2024-04-07,FALSE,TRUE,,,3,,Review for Ring Video Doorbell 4: Not up to the mark,,,,909.61
356,2024-02-04,,Microsoft Xbox Series X,,Microsoft,Gaming,,,"Microsoft Xbox Series X, latest model",Microsoft,,2024-04-28,2024-04-28,TRUE,FALSE,,,3,,Review for Microsoft Xbox Series X: Not up to the mark,,,,1211.61
357,2024-01-06,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-30,2024-04-30,FALSE,FALSE,,,4,,Review for Ecobee Smart Thermostat Premium: Excellent product,,,,1241.57
358,2024-02-28,,Apple HomePod mini,,Apple,Smart Home,,,"Apple HomePod mini, latest model",Apple,,2024-04-16,2024-04-16,FALSE,FALSE,,,2,,Review for Apple HomePod mini: Not up to the mark,,,,475.25
359,2024-01-18,,Canon EOS R5,,Canon,Cameras,,,"Canon EOS R5, latest model",Canon,,2024-04-20,2024-04-20,FALSE,FALSE,,,3,,Review for Canon EOS R5: Not up to the mark,,,,251.9
360,2024-03-02,,Lenovo ThinkPad X1 Carbon,,Lenovo,Computers,,,"Lenovo ThinkPad X1 Carbon, latest model",Lenovo,,2024-04-28,2024-04-28,FALSE,TRUE,,,2,,Review for Lenovo ThinkPad X1 Carbon: Not up to the mark,,,,866.17
361,2024-02-10,,Apple AirPods Pro 2,,Apple,Audio,,,"Apple AirPods Pro 2, latest model",Apple,,2024-04-10,2024-04-10,FALSE,FALSE,,,1,,Review for Apple AirPods Pro 2: Not up to the mark,,,,952.06
362,2024-03-27,,Huawei MatePad Pro,,Huawei,Tablets,,,"Huawei MatePad Pro, latest model",Huawei,,2024-04-05,2024-04-05,FALSE,FALSE,,,2,,Review for Huawei MatePad Pro: Not up to the mark,,,,494.98
363,2024-03-05,,Lenovo Tab P11,,Lenovo,Tablets,,,"Lenovo Tab P11, latest model",Lenovo,,2024-04-03,2024-04-03,TRUE,TRUE,,,4,,Review for Lenovo Tab P11: Excellent product,,,,1574.52
364,2024-03-16,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-05-03,2024-05-03,FALSE,FALSE,,,5,,Review for Ecobee Smart Thermostat Premium: Excellent product,,,,683.63
365,2024-01-30,,HP Spectre x360,,HP,Computers,,,"HP Spectre x360, latest model",HP,,2024-04-04,2024-04-04,TRUE,TRUE,,,2,,Review for HP Spectre x360: Not up to the mark,,,,1863.48
366,2024-03-22,,Garmin Venu 2 Plus,,Garmin,Wearables,,,"Garmin Venu 2 Plus, latest model",Garmin,,2024-04-30,2024-04-30,FALSE,TRUE,,,2,,Review for Garmin Venu 2 Plus: Not up to the mark,,,,360.55
367,2024-03-08,,LG Gram 17,,LG,Computers,,,"LG Gram 17, latest model",LG,,2024-04-22,2024-04-22,FALSE,TRUE,,,1,,Review for LG Gram 17: Not up to the mark,,,,324.22
368,2024-02-19,,Beats Studio Buds,,Beats,Audio,,,"Beats Studio Buds, latest model",Beats,,2024-04-12,2024-04-12,FALSE,TRUE,,,3,,Review for Beats Studio Buds: Not up to the mark,,,,155.01
369,2024-01-25,,Google Pixel 7,,Google,Mobile Phones,,,"Google Pixel 7, latest model",Google,,2024-04-04,2024-04-04,FALSE,TRUE,,,3,,Review for Google Pixel 7: Not up to the mark,,,,917.49
370,2024-04-03,,Acer Swift 5,,Acer,Computers,,,"Acer Swift 5, latest model",Acer,,2024-04-16,2024-04-16,FALSE,TRUE,,,1,,Review for Acer Swift 5: Not up to the mark,,,,1268.23
371,2024-01-03,,Apple MacBook Pro 14,,Apple,Computers,,,"Apple MacBook Pro 14, latest model",Apple,,2024-04-01,2024-04-01,FALSE,FALSE,,,4,,Review for Apple MacBook Pro 14: Excellent product,,,,905.82
372,2024-04-27,,Apple iPhone 14,,Apple,Mobile Phones,,,"Apple iPhone 14, latest model",Apple,,2024-04-18,2024-04-18,FALSE,TRUE,,,3,,Review for Apple iPhone 14: Not up to the mark,,,,1977.6
373,2024-04-25,,Razer Blade 15,,Razer,Computers,,,"Razer Blade 15, latest model",Razer,,2024-05-01,2024-05-01,TRUE,FALSE,,,4,,Review for Razer Blade 15: Excellent product,,,,820.17
374,2024-01-10,,Panasonic Lumix GH6,,Panasonic,Cameras,,,"Panasonic Lumix GH6, latest model",Panasonic,,2024-04-26,2024-04-26,TRUE,TRUE,,,1,,Review for Panasonic Lumix GH6: Not up to the mark,,,,1310.81
375,2024-01-05,,Olympus OM-D E-M1X,,Olympus,Cameras,,,"Olympus OM-D E-M1X, latest model",Olympus,,2024-04-27,2024-04-27,TRUE,TRUE,,,2,,Review for Olympus OM-D E-M1X: Not up to the mark,,,,1918.71
376,2024-02-28,,LG Gram 17,,LG,Computers,,,"LG Gram 17, latest model",LG,,2024-04-01,2024-04-01,TRUE,TRUE,,,3,,Review for LG Gram 17: Not up to the mark,,,,1262.55
377,2024-01-07,,Fujifilm X-T4,,Fujifilm,Cameras,,,"Fujifilm X-T4, latest model",Fujifilm,,2024-04-06,2024-04-06,TRUE,FALSE,,,4,,Review for Fujifilm X-T4: Excellent product,,,,485.98
378,2024-02-05,,Lenovo Tab P11,,Lenovo,Tablets,,,"Lenovo Tab P11, latest model",Lenovo,,2024-04-19,2024-04-19,TRUE,TRUE,,,2,,Review for Lenovo Tab P11: Not up to the mark,,,,663.46
379,2024-03-11,,Razer Blade 15,,Razer,Computers,,,"Razer Blade 15, latest model",Razer,,2024-04-27,2024-04-27,TRUE,TRUE,,,4,,Review for Razer Blade 15: Excellent product,,,,1553.94
380,2024-01-28,,Oppo Find X6 Pro,,Oppo,Mobile Phones,,,"Oppo Find X6 Pro, latest model",Oppo,,2024-04-05,2024-04-05,TRUE,FALSE,,,5,,Review for Oppo Find X6 Pro: Excellent product,,,,876.49
381,2024-04-24,,Ring Video Doorbell 4,,Ring,Smart Home,,,"Ring Video Doorbell 4, latest model",Ring,,2024-04-29,2024-04-29,FALSE,FALSE,,,5,,Review for Ring Video Doorbell 4: Excellent product,,,,531.4
382,2024-04-01,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-21,2024-04-21,TRUE,TRUE,,,5,,Review for Ecobee Smart Thermostat Premium: Excellent product,,,,1685.63
383,2024-03-09,,Amazfit Bip U Pro,,Amazfit,Wearables,,,"Amazfit Bip U Pro, latest model",Amazfit,,2024-04-02,2024-04-02,TRUE,FALSE,,,1,,Review for Amazfit Bip U Pro: Not up to the mark,,,,810.38
384,2024-04-21,,Canon EOS R5,,Canon,Cameras,,,"Canon EOS R5, latest model",Canon,,2024-04-06,2024-04-06,FALSE,FALSE,,,3,,Review for Canon EOS R5: Not up to the mark,,,,641.63
385,2024-04-30,,Lenovo Tab P11,,Lenovo,Tablets,,,"Lenovo Tab P11, latest model",Lenovo,,2024-04-07,2024-04-07,TRUE,TRUE,,,1,,Review for Lenovo Tab P11: Not up to the mark,,,,1563.71
386,2024-01-31,,Apple AirPods Pro 2,,Apple,Audio,,,"Apple AirPods Pro 2, latest model",Apple,,2024-04-28,2024-04-28,TRUE,FALSE,,,1,,Review for Apple AirPods Pro 2: Not up to the mark,,,,1439.7
387,2024-03-05,,Google Nest Hub (2nd Gen),,Google,Smart Home,,,"Google Nest Hub (2nd Gen), latest model",Google,,2024-04-06,2024-04-06,TRUE,FALSE,,,1,,Review for Google Nest Hub (2nd Gen): Not up to the mark,,,,705.9
388,2024-02-01,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-17,2024-04-17,FALSE,FALSE,,,4,,Review for Sony PlayStation 5: Excellent product,,,,1999.56
389,2024-04-26,,Fitbit Charge 5,,Fitbit,Wearables,,,"Fitbit Charge 5, latest model",Fitbit,,2024-04-07,2024-04-07,FALSE,TRUE,,,1,,Review for Fitbit Charge 5: Not up to the mark,,,,73.11
390,2024-01-31,,Philips Hue White and Color Ambiance,,Philips,Smart Home,,,"Philips Hue White and Color Ambiance, latest model",Philips,,2024-04-20,2024-04-20,FALSE,TRUE,,,3,,Review for Philips Hue White and Color Ambiance: Not up to the mark,,,,1738.45
391,2024-02-25,,Apple iPad Pro,,Apple,Tablets,,,"Apple iPad Pro, latest model",Apple,,2024-04-04,2024-04-04,FALSE,TRUE,,,2,,Review for Apple iPad Pro: Not up to the mark,,,,602.9
392,2024-01-20,,Microsoft Surface Go 3,,Microsoft,Tablets,,,"Microsoft Surface Go 3, latest model",Microsoft,,2024-04-05,2024-04-05,FALSE,TRUE,,,3,,Review for Microsoft Surface Go 3: Not up to the mark,,,,714.32
393,2024-01-12,,Microsoft Surface Go 3,,Microsoft,Tablets,,,"Microsoft Surface Go 3, latest model",Microsoft,,2024-04-24,2024-04-24,TRUE,FALSE,,,1,,Review for Microsoft Surface Go 3: Not up to the mark,,,,773.47
394,2024-01-08,,Fossil Gen 6,,Fossil,Wearables,,,"Fossil Gen 6, latest model",Fossil,,2024-04-07,2024-04-07,FALSE,FALSE,,,1,,Review for Fossil Gen 6: Not up to the mark,,,,818.71
395,2024-01-23,,Valve Steam Deck,,Valve,Gaming,,,"Valve Steam Deck, latest model",Valve,,2024-04-21,2024-04-21,FALSE,FALSE,,,4,,Review for Valve Steam Deck: Excellent product,,,,587.59
396,2024-03-30,,Apple iPad Pro,,Apple,Tablets,,,"Apple iPad Pro, latest model",Apple,,2024-04-18,2024-04-18,TRUE,FALSE,,,1,,Review for Apple iPad Pro: Not up to the mark,,,,947.97
397,2024-03-02,,Apple iPad Pro,,Apple,Tablets,,,"Apple iPad Pro, latest model",Apple,,2024-04-28,2024-04-28,TRUE,FALSE,,,2,,Review for Apple iPad Pro: Not up to the mark,,,,777.27
